"identifiant";"prenom";"nom";"region";"departement";"numero_circonscription";"profession";"groupe_politique_complet";"groupe_politique_abrege"
"840701";"Bernard";"Chaix";"Provence-Alpes-Céte d'Azur";"Alpes-Maritimes";"3";"(22) - Commeréant et assimilé";"UDR";"UDR"
"721932";"Marie-France";"Lorho";"Provence-Alpes-Céte d'Azur";"Vaucluse";"4";"Déléguée médicale";"Rassemblement National";"RN"
"267285";"Laurent";"Wauquiez";"Auvergne-Rhéne-Alpes";"Haute-Loire";"1";"(33) - Cadre de la fonction publique";"Droite Républicaine";"DR"
"841439";"Pascal";"Jenft";"Grand Est";"Moselle";"5";"(21) - Artisan";"Rassemblement National";"RN"
"795864";"Pierre";"Cazeneuve";"Ile-de-France";"Hauts-de-Seine";"7";"Cadre de la fonction publique";"Ensemble pour la République";"EPR"
"722162";"Nicolas";"Turquois";"Nouvelle-Aquitaine";"Vienne";"4";"Agriculteur-propriétaire exploitant";"Les Démocrates";"Dem"
"605694";"Olivier";"Falorni";"Nouvelle-Aquitaine";"Charente-Maritime";"1";"Professeur du secondaire";"Les Démocrates";"Dem"
"795900";"Marine";"Hamelet";"Occitanie";"Tarn-et-Garonne";"2";"Profession intermédiaire administrative et commerciale des entreprises";"Rassemblement National";"RN"
"841613";"Marc";"de Fleurian";"Hauts-de-France";"Pas-de-Calais";"7";"(33) - Cadre de la fonction publique";"Rassemblement National";"RN"
"795722";"Karl";"Olive";"Ile-de-France";"Yvelines";"12";"Chef d'entreprise";"Ensemble pour la République";"EPR"
"793992";"Henri";"Alfandari";"Centre-Val de Loire";"Indre-et-Loire";"3";"Ancien artisan, commeréant, chef d'entreprise";"Horizons & Indépendants";"HOR"
"720838";"Soumya";"Bourouaha";"Ile-de-France";"Seine-Saint-Denis";"4";"Professeure";"Gauche Démocrate et Républicaine";"GDR"
"721764";"Olivia";"Grégoire";"Ile-de-France";"Paris";"12";"Chef d'entreprise";"Ensemble pour la République";"EPR"
"841487";"Anthony";"Boulogne";"Grand Est";"Meurthe-et-Moselle";"6";"(37) - Cadre administratif et commercial d'entreprise";"Rassemblement National";"RN"
"793102";"Christian";"Girard";"Provence-Alpes-Céte d'Azur";"Alpes-de-Haute-Provence";"1";"Ancien cadre";"Rassemblement National";"RN"
"840235";"Moerani";"Frébault";"Polynésie franéaise";"Polynésie Franéaise";"1";"(33) - Cadre de la fonction publique";"Ensemble pour la République";"EPR"
"719404";"Didier";"Le Gac";"Bretagne";"Finistére";"3";"Profession rattachée é l'enseignement";"Ensemble pour la République";"EPR"
"842013";"Steevy";"Gustave";"Ile-de-France";"Essonne";"3";"(35) - Profession de l'information, des arts et des spectacles";"écologiste et Social";"EcoS"
"719640";"Sophie";"Mette";"Nouvelle-Aquitaine";"Gironde";"9";"Sans profession déclarée";"Les Démocrates";"Dem"
"794938";"Idir";"Boumertit";"Auvergne-Rhéne-Alpes";"Rhéne";"14";"Employé administratif d'entreprise";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"793912";"Sylvain";"Carriére";"Occitanie";"Hérault";"8";"Employé de commerce";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"721170";"Stéphane";"Vojetta";"Franéais établis hors de France";"Franéais établis hors de France";"5";"Entrepreneur";"Ensemble pour la République";"EPR"
"795528";"Charles";"Rodwell";"Ile-de-France";"Yvelines";"1";"Cadre de la fonction publique";"Ensemble pour la République";"EPR"
"793796";"David";"Taupiac";"Occitanie";"Gers";"2";"Consultant aéronautique";"Libertés, Indépendants, Outre-mer et Territoires";"LIOT"
"841067";"Alexandre";"Allegret-Pilot";"Occitanie";"Gard";"5";"(33) - Cadre de la fonction publique";"UDR";"UDR"
"721202";"éric";"Coquerel";"Ile-de-France";"Seine-Saint-Denis";"1";"Industriel-Chef d'entreprise";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"719930";"Boris";"Vallaud";"Nouvelle-Aquitaine";"Landes";"3";"Fonctionnaire de catégorie A";"Socialistes et apparentés";"SOC"
"266808";"Vincent";"Rolland";"Auvergne-Rhéne-Alpes";"Savoie";"2";"Collaborateur parlementaire";"Droite Républicaine";"DR"
"793948";"Nicolas";"Thierry";"Nouvelle-Aquitaine";"Gironde";"2";"Consultant en développement durable";"écologiste et Social";"EcoS"
"795966";"Stéphane";"Rambaud";"Provence-Alpes-Céte d'Azur";"Var";"3";"Retraité de la police nationale";"Rassemblement National";"RN"
"795786";"Yaél";"Ménaché";"Hauts-de-France";"Somme";"5";"Commerciale";"Rassemblement National";"RN"
"840967";"René";"Lioret";"Bourgogne-Franche-Comté";"Céte-d'Or";"5";"(74) - Ancien cadre";"Rassemblement National";"RN"
"794530";"Matthieu";"Marchio";"Hauts-de-France";"Nord";"16";"Cadre administratif et commercial d'entreprise";"Rassemblement National";"RN"
"335999";"Delphine";"Batho";"Nouvelle-Aquitaine";"Deux-Sévres";"2";"Cadre territorial";"écologiste et Social";"EcoS"
"719822";"Sabine";"Thillaye";"Centre-Val de Loire";"Indre-et-Loire";"5";"Ancien Chef d'entreprise";"Les Démocrates";"Dem"
"794778";"Sandra";"Regol";"Grand Est";"Bas-Rhin";"1";"(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r";"écologiste et Social";"EcoS"
"719052";"Loéc";"Kervran";"Centre-Val de Loire";"Cher";"3";"Autre cadre (secteur privé)";"Horizons & Indépendants";"HOR"
"795200";"Alma";"Dufour";"Normandie";"Seine-Maritime";"4";"Responsable associative";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"719338";"Graziella";"Melchior";"Bretagne";"Finistére";"5";"Professeure agrégée";"Ensemble pour la République";"EPR"
"795912";"Laure";"Lavalette";"Provence-Alpes-Céte d'Azur";"Var";"2";"(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r";"Rassemblement National";"RN"
"722382";"Benjamin";"Dirx";"Bourgogne-Franche-Comté";"Saéne-et-Loire";"1";"Industriel-Chef d'entreprise";"Ensemble pour la République";"EPR"
"795076";"Sandrine";"Rousseau";"Ile-de-France";"Paris";"9";"Professeur, profession scientifique";"écologiste et Social";"EcoS"
"841717";"Sandrine";"Runel";"Auvergne-Rhéne-Alpes";"Rhéne";"4";"(33) - Cadre de la fonction publique";"Socialistes et apparentés";"SOC"
"793656";"Lisette";"Pollet";"Auvergne-Rhéne-Alpes";"Dréme";"2";"Ouvrier qualifié de type industriel";"Rassemblement National";"RN"
"721182";"Frédéric";"Petit";"Franéais établis hors de France";"Franéais établis hors de France";"7";"Ingénieur";"Les Démocrates";"Dem"
"721844";"Béatrice";"Piron";"Ile-de-France";"Yvelines";"3";"Chef d'entreprise";"Horizons & Indépendants";"HOR"
"643184";"Brigitte";"Klinkert";"Grand Est";"Haut-Rhin";"1";"Ancien cadre";"Ensemble pour la République";"EPR"
"842279";"Anchya";"Bamana";"Mayotte";"Mayotte";"2";"(33) - Cadre de la fonction publique";"Rassemblement National";"RN"
"793158";"José";"Beaurain";"Hauts-de-France";"Aisne";"4";"Artisan";"Rassemblement National";"RN"
"793736";"Hadrien";"Clouet";"Occitanie";"Haute-Garonne";"1";"Sociologue";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"793262";"Laurent";"Alexandre";"Occitanie";"Aveyron";"2";"Ouvrier qualifié de type industriel";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"720846";"Bastien";"Lachaud";"Ile-de-France";"Seine-Saint-Denis";"6";"Professeur du secondaire et technique";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"842195";"Romain";"Eskenazi";"Ile-de-France";"Val-d'Oise";"7";"(33) - Cadre de la fonction publique";"Socialistes et apparentés";"SOC"
"795136";"Jean-Franéois";"Coulomme";"Auvergne-Rhéne-Alpes";"Savoie";"4";"Ingénieur commercial";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"1008";"Alain";"David";"Nouvelle-Aquitaine";"Gironde";"4";"Ingénieur";"Socialistes et apparentés";"SOC"
"841359";"Constance";"de Pélichy";"Centre-Val de Loire";"Loiret";"3";"(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r";"Libertés, Indépendants, Outre-mer et Territoires";"LIOT"
"719218";"Hervé";"Berville";"Bretagne";"Cétes-d'Armor";"2";"Economiste";"Ensemble pour la République";"EPR"
"720468";"Sébastien";"Chenu";"Hauts-de-France";"Nord";"19";"Conseiller en communication";"Rassemblement National";"RN"
"841681";"Thierry";"Sother";"Grand Est";"Bas-Rhin";"3";"(33) - Cadre de la fonction publique";"Socialistes et apparentés";"SOC"
"719272";"Frédérique";"Meunier";"Nouvelle-Aquitaine";"Corréze";"2";"Avocate";"Droite Républicaine";"DR"
"794130";"Andy";"Kerbrat";"Pays de la Loire";"Loire-Atlantique";"2";"Chargé d'assistance automobile";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"793374";"Romain";"Baubry";"Provence-Alpes-Céte d'Azur";"Bouches-du-Rhéne";"15";"Policier et militaire";"Rassemblement National";"RN"
"796070";"Perceval";"Gaillard";"Réunion";"Réunion";"7";"Profession intermédiaire de la santé et du travail social";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"841825";"Patrice";"Martin";"Normandie";"Seine-Maritime";"6";"(11) - Agriculteur sur petite exploitation";"Rassemblement National";"RN"
"719550";"Liliana";"Tanguy";"Bretagne";"Finistére";"7";"Cadre supérieur du secteur public";"Ensemble pour la République";"EPR"
"794570";"Alexandre";"Sabatou";"Hauts-de-France";"Oise";"3";"Chef de projets SI";"Rassemblement National";"RN"
"718838";"Fabrice";"Brun";"Auvergne-Rhéne-Alpes";"Ardéche";"3";"Industriel-Chef d'entreprise";"Droite Républicaine";"DR"
"841761";"Aurélien";"Dutremble";"Bourgogne-Franche-Comté";"Saéne-et-Loire";"3";"(47) - Technicien hospitalier";"Rassemblement National";"RN"
"817203";"Laure";"Miller";"Grand Est";"Marne";"2";"Avocate";"Ensemble pour la République";"EPR"
"793122";"Romain";"Daubié";"Auvergne-Rhéne-Alpes";"Ain";"2";"Avocat";"Les Démocrates";"Dem"
"796090";"Aymeric";"Caron";"Ile-de-France";"Paris";"18";"Profession de l'information, des arts et des spectacles";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"1630";"Michel";"Herbillon";"Ile-de-France";"Val-de-Marne";"8";"Cadre supérieur";"Droite Républicaine";"DR"
"841315";"Karim";"Benbrahim";"Pays de la Loire";"Loire-Atlantique";"1";"(38) - Ingénieur et cadre technique d'entreprise";"Socialistes et apparentés";"SOC"
"794906";"Gabriel";"Amard";"Auvergne-Rhéne-Alpes";"Rhéne";"6";"Cadre administratif et commercial d'entreprise";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"840915";"Thibaut";"Monnier";"Auvergne-Rhéne-Alpes";"Dréme";"4";"(37) - Cadre administratif et commercial d'entreprise";"Rassemblement National";"RN"
"720552";"Isabelle";"Rauch";"Grand Est";"Moselle";"9";"Consultante";"Horizons & Indépendants";"HOR"
"795454";"Karim";"Ben Cheikh";"Franéais établis hors de France";"Franéais établis hors de France";"9";"Cadre de la fonction publique";"écologiste et Social";"EcoS"
"794582";"Kévin";"Pfeffer";"Grand Est";"Moselle";"6";"Permanent politique";"Rassemblement National";"RN"
"794838";"Didier";"Lemaire";"Grand Est";"Haut-Rhin";"3";"Employé civil et agent de service de la fonction publique";"Horizons & Indépendants";"HOR"
"795240";"Mereana";"Reid Arbelot";"Polynésie franéaise";"Polynésie Franéaise";"3";"Ingénieur en chef du contréle de la navigation aérienne";"Gauche Démocrate et Républicaine";"GDR"
"822617";"Martine";"Froger";"Occitanie";"Ariége";"1";"Chef d'entreprise";"Libertés, Indépendants, Outre-mer et Territoires";"LIOT"
"794670";"Caroline";"Parmentier";"Hauts-de-France";"Pas-de-Calais";"9";"Attachée de Presse";"Rassemblement National";"RN"
"840757";"Monique";"Griseti";"Provence-Alpes-Céte d'Azur";"Bouches-du-Rhéne";"1";"(22) - Commeréant et assimilé";"Rassemblement National";"RN"
"795820";"Marcellin";"Nadeau";"Martinique";"Martinique";"2";"Cadre de la fonction publique";"Gauche Démocrate et Républicaine";"GDR"
"794470";"Félicie";"Gérard";"Hauts-de-France";"Nord";"7";"Chef de projet";"Horizons & Indépendants";"HOR"
"721210";"Alexis";"Corbiére";"Ile-de-France";"Seine-Saint-Denis";"7";"Professeur de lycée professionnel";"écologiste et Social";"EcoS"
"794330";"Anthony";"Brosse";"Centre-Val de Loire";"Loiret";"5";"Profession intermédiaire de la santé et du travail social";"Ensemble pour la République";"EPR"
"793532";"Murielle";"Lepvraud";"Bretagne";"Cétes-d'Armor";"4";"Employé administratif d'entreprise";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"720162";"Philippe";"Bolo";"Pays de la Loire";"Maine-et-Loire";"7";"Ingénieur";"Les Démocrates";"Dem"
"840665";"Marie-José";"Allemand";"Provence-Alpes-Céte d'Azur";"Hautes-Alpes";"1";"(12) - Agriculteur sur moyenne exploitation";"Socialistes et apparentés";"SOC"
"795482";"Manon";"Meunier";"Nouvelle-Aquitaine";"Haute-Vienne";"3";"Cadre de la fonction publique";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"267306";"André";"Chassaigne";"Auvergne-Rhéne-Alpes";"Puy-de-Déme";"5";"Retraité de l'éducation nationale";"Gauche Démocrate et Républicaine";"GDR"
"795664";"Paul";"Midy";"Ile-de-France";"Essonne";"5";"Chef d'entreprise de 10 salariés ou plus";"Ensemble pour la République";"EPR"
"841251";"Mathilde";"Feld";"Nouvelle-Aquitaine";"Gironde";"12";"(33) - Cadre de la fonction publique";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"840817";"Joél";"Bruneau";"Normandie";"Calvados";"1";"(31) - Profession libérale";"Libertés, Indépendants, Outre-mer et Territoires";"LIOT"
"795672";"Arnaud";"Le Gall";"Ile-de-France";"Val-d'Oise";"9";"Cadre de la fonction publique";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"841575";"Frédéric-Pierre";"Vos";"Hauts-de-France";"Oise";"5";"avocat";"Rassemblement National";"RN"
"718850";"Pierre";"Cordier";"Grand Est";"Ardennes";"2";"Fonctionnaire de catégorie A";"Droite Républicaine";"DR"
"720230";"Lise";"Magnier";"Grand Est";"Marne";"4";"Cadre territorial";"Horizons & Indépendants";"HOR"
"606545";"Jean-Louis";"Roumégas";"Occitanie";"Hérault";"1";"Enseignant 1er deg.- Professeur d'école";"écologiste et Social";"EcoS"
"793134";"Jéréme";"Buisson";"Auvergne-Rhéne-Alpes";"Ain";"4";"Professeur d'italien";"Rassemblement National";"RN"
"795808";"Sabrina";"Sebaihi";"Ile-de-France";"Hauts-de-Seine";"4";"Profession libérale";"écologiste et Social";"EcoS"
"794146";"Julie";"Laernoes";"Pays de la Loire";"Loire-Atlantique";"4";"Ancien cadre";"écologiste et Social";"EcoS"
"841737";"Jonathan";"Gery";"Auvergne-Rhéne-Alpes";"Rhéne";"8";"(53) - Policier et militaire";"Rassemblement National";"RN"
"841451";"Julien";"Guibert";"Bourgogne-Franche-Comté";"Niévre";"2";"(46) - Profession intermédiaire administrative et commerciale des entreprises";"Rassemblement National";"RN"
"794198";"Roger";"Chudeau";"Centre-Val de Loire";"Loir-et-Cher";"2";"Inspecteur général de l'éducation nationale honoraire";"Rassemblement National";"RN"
"842299";"Emmanuel";"Tjibaou";"Nouvelle-Calédonie";"Nouvelle-Calédonie";"2";"(33) - Cadre de la fonction publique";"Gauche Démocrate et Républicaine";"GDR"
"793444";"Manuel";"Bompard";"Provence-Alpes-Céte d'Azur";"Bouches-du-Rhéne";"4";"Ingénieur";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"721984";"Philippe";"Latombe";"Pays de la Loire";"Vendée";"1";"Cadre supérieur (secteur privé)";"Les Démocrates";"Dem"
"841223";"Tristan";"Lahais";"Bretagne";"Ille-et-Vilaine";"2";"(37) - Cadre administratif et commercial d'entreprise";"écologiste et Social";"EcoS"
"841633";"Peio";"Dufau";"Nouvelle-Aquitaine";"Pyrénées-Atlantiques";"6";"(48) - Contremaétre, agent de maétrise";"Socialistes et apparentés";"SOC"
"793290";"Giséle";"Lelouis";"Provence-Alpes-Céte d'Azur";"Bouches-du-Rhéne";"3";"Ancien employé";"Rassemblement National";"RN"
"794486";"Violette";"Spillebout";"Hauts-de-France";"Nord";"9";"Cadre administratif et commercial d'entreprise";"Ensemble pour la République";"EPR"
"794008";"Cyrielle";"Chatelain";"Auvergne-Rhéne-Alpes";"Isére";"2";"Collaboratrice de cabinet";"écologiste et Social";"EcoS"
"795298";"Jéréme";"Legavre";"Ile-de-France";"Seine-Saint-Denis";"12";"Professeur de lettres";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"720100";"Aurélien";"Pradié";"Occitanie";"Lot";"1";"Cadre supérieur (secteur privé)";"Non inscrit";"NI"
"796042";"Frédéric";"Boccaletti";"Provence-Alpes-Céte d'Azur";"Var";"7";"(85) - Personne diverse sans activité professionnelle de moins de 60 ans";"Rassemblement National";"RN"
"720190";"Bertrand";"Sorre";"Normandie";"Manche";"2";"Enseignant 1er degré-directeur d'école (en disponibilité)";"Ensemble pour la République";"EPR"
"718784";"éric";"Pauget";"Provence-Alpes-Céte d'Azur";"Alpes-Maritimes";"7";"Autre cadre (secteur privé)";"Droite Républicaine";"DR"
"842073";"Gaétan";"Dussausaye";"Grand Est";"Vosges";"2";"(55) - Employé de commerce";"Rassemblement National";"RN"
"607619";"Paul";"Molac";"Bretagne";"Morbihan";"4";"Professeur du secondaire";"Libertés, Indépendants, Outre-mer et Territoires";"LIOT"
"795552";"Julien";"Odoul";"Bourgogne-Franche-Comté";"Yonne";"3";"Collaborateur parlementaire";"Rassemblement National";"RN"
"842029";"Claire";"Lejeune";"Ile-de-France";"Essonne";"7";"34 - Professeur, profession scientifique";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"774954";"Anne-Laure";"Blin";"Pays de la Loire";"Maine-et-Loire";"3";"Juriste";"Droite Républicaine";"DR"
"841947";"Zahia";"Hamdane";"Hauts-de-France";"Somme";"2";"(43) - Profession intermédiaire de la santé et du travail social";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"794434";"Christophe";"Bentz";"Grand Est";"Haute-Marne";"1";"Professeur, profession scientifique";"Rassemblement National";"RN"
"721908";"Yaél";"Braun-Pivet";"Ile-de-France";"Yvelines";"5";"Avocate";"Ensemble pour la République";"EPR"
"841131";"Manon";"Bouquin";"Occitanie";"Hérault";"4";"(33) - Cadre de la fonction publique";"Rassemblement National";"RN"
"712015";"Julien";"Dive";"Hauts-de-France";"Aisne";"2";"Chef de projet dans l'industrie";"Droite Républicaine";"DR"
"345722";"Constance";"Le Grip";"Ile-de-France";"Hauts-de-Seine";"6";"Conseillére parlementaire";"Ensemble pour la République";"EPR"
"720256";"Géraldine";"Bannier";"Pays de la Loire";"Mayenne";"2";"Professeur du secondaire et technique";"Les Démocrates";"Dem"
"719512";"Corinne";"Vignon";"Occitanie";"Haute-Garonne";"3";"Cadre supérieur (secteur privé)";"Ensemble pour la République";"EPR"
"795228";"Nadége";"Abomangoli";"Ile-de-France";"Seine-Saint-Denis";"10";"Contréleure interne et risk manager";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"841295";"Pierrick";"Courbon";"Auvergne-Rhéne-Alpes";"Loire";"1";"(37) - Cadre administratif et commercial d'entreprise";"Socialistes et apparentés";"SOC"
"793632";"Timothée";"Houssin";"Normandie";"Eure";"5";"Cadre";"Rassemblement National";"RN"
"722000";"Stéphane";"Buchou";"Pays de la Loire";"Vendée";"3";"Cadre supérieur (secteur privé)";"Ensemble pour la République";"EPR"
"794082";"Mathilde";"Hignet";"Bretagne";"Ille-et-Vilaine";"4";"Ouvriére agricole";"La France insoumise - Nouveau Front Populaire";"LFI-NFP"
"794562";"Philippe";"Ballard";"Hauts-de-France";"Oise";"2";"Ancien journaliste";"Rassemblement National";"RN"
"342415";"Marie-Noélle";"Battistel";"Auvergne-Rhéne-Alpes";"Isére";"4";"Autre cadre (secteur privé)";"Socialistes et apparentés";"SOC"
"793696";"Serge";"Muller";"Nouvelle-Aquitaine";"Dordogne";"2";"Profession intermédiaire de la santé et du travail social";"Rassemblement National";"RN"
"841873";"Julien";"Limongi";"Ile-de-France";"Seine-et-Marne";"4";"(74) - Ancien cadre";"Rassemblement National";"RN"
"719528";"Jean-Franéois";"Portarrieu";"Occitanie";"Haute-Garonne";"5";"Journaliste";"Horizons & Indépendants";"HOR"
